,,,,,,,,,,,,,,,,
,26.02.25(수),,260,주초,주말,TIGER 미국나스닥100 주종가,지수 추세,시장 평가,,Date,TIGER 미국나스닥100 ,Date,KODEX 미국나스닥100레버리지(합성 H),TIGER 미국나스닥100레버리지(합성),ACE 미국빅테크TOP7 Plus레버리지(합성),TIMEFOLIO 미국나스닥100액티브
,,,,22.06.20(월),22.06.24(금),"₩68,625","₩85,288",24.28%,,13.03.26(화),"₩13,775",24.06.28(금),"₩11,385","₩21,725","₩22,970","₩21,110"
,,,,22.06.27(월),22.07.01(금),"₩66,265","₩85,373",28.84%,,13.03.27(수),"₩13,790",24.07.01(월),"₩11,260","₩21,570","₩22,450","₩20,875"
,,,,22.07.04(월),22.07.08(금),"₩70,090","₩85,528",22.03%,,13.03.28(목),"₩13,850",24.07.02(화),"₩11,230","₩21,835","₩22,970","₩21,085"
,,,,22.07.11(월),22.07.15(금),"₩70,025","₩85,683",22.36%,,13.03.29(금),"₩13,950",24.07.03(수),"₩11,530","₩22,470","₩23,595","₩21,340"
,,,,22.07.18(월),22.07.22(금),"₩73,510","₩85,901",16.86%,,13.04.01(월),"₩13,955",24.07.04(목),"₩11,715","₩22,495","₩23,935","₩21,490"
,,,,22.07.25(월),22.07.29(금),"₩74,890","₩86,135",15.02%,,13.04.02(화),"₩13,800",24.07.05(금),"₩11,785","₩22,595","₩23,990","₩21,555"
,,,,22.08.01(월),22.08.05(금),"₩77,435","₩86,412",11.59%,,13.04.03(수),"₩13,975",24.07.08(월),"₩11,945","₩23,015","₩24,570","₩21,695"
,,,,22.08.08(월),22.08.12(금),"₩77,660","₩86,695",11.63%,,13.04.04(목),"₩13,920",24.07.09(화),"₩12,105","₩23,270","₩24,850","₩21,885"
,,,,22.08.16(화),22.08.19(금),"₩79,730","₩86,998",9.12%,,13.04.05(금),"₩13,940",24.07.10(수),"₩12,095","₩23,335","₩25,040","₩21,955"
,,,,22.08.22(월),22.08.26(금),"₩78,055","₩87,261",11.79%,,13.04.08(월),"₩13,995",24.07.11(목),"₩12,280","₩23,515","₩25,510","₩22,075"
,,,,22.08.29(월),22.09.02(금),"₩74,840","₩87,476",16.88%,,13.04.09(화),"₩14,150",24.07.12(금),"₩11,755","₩22,560","₩23,725","₩21,520"
,,,,22.09.05(월),22.09.08(목),"₩76,025","₩87,651",15.29%,,13.04.10(수),"₩14,125",24.07.15(월),"₩11,990","₩23,050","₩24,175","₩21,830"
,,,,22.09.13(화),22.09.16(금),"₩74,000","₩87,895",18.78%,,13.04.11(목),"₩14,305",24.07.16(화),"₩12,010","₩23,180","₩24,260","₩22,035"
,,,,22.09.19(월),22.09.23(금),"₩72,400","₩88,045",21.61%,,13.04.12(금),"₩14,330",24.07.17(수),"₩11,785","₩22,650","₩23,220","₩21,750"
,,,,22.09.26(월),22.09.30(금),"₩71,780","₩88,185",22.85%,,13.04.15(월),"₩14,165",24.07.18(목),"₩11,405","₩21,920","₩22,015","₩21,205"
,,,,22.10.04(화),22.10.07(금),"₩72,165","₩88,328",22.40%,,13.04.16(화),"₩13,955",24.07.19(금),"₩11,245","₩21,745","₩22,070","₩21,075"
,,,,22.10.11(화),22.10.14(금),"₩70,930","₩88,448",24.70%,,13.04.17(수),"₩14,045",24.07.22(월),"₩11,055","₩21,405","₩21,585","₩21,195"
,,,,22.10.17(월),22.10.21(금),"₩70,690","₩88,550",25.27%,,13.04.18(목),"₩13,800",24.07.23(화),"₩11,165","₩21,580","₩22,140","₩21,340"
,,,,22.10.24(월),22.10.28(금),"₩70,370","₩88,652",25.98%,,13.04.19(금),"₩13,650",24.07.24(수),"₩10,985","₩21,175","₩21,790","₩21,020"
,,,,22.10.31(월),22.11.04(금),"₩68,505","₩88,720",29.51%,,13.04.22(월),"₩13,855",24.07.25(목),"₩10,405","₩20,080","₩20,200","₩20,300"
,,,,22.11.07(월),22.11.11(금),"₩68,980","₩88,780",28.70%,,13.04.23(화),"₩13,900",24.07.26(금),"₩10,240","₩19,780","₩19,805","₩20,030"
,,,,22.11.14(월),22.11.18(금),"₩70,015","₩88,854",26.91%,,13.04.24(수),"₩14,010",24.07.29(월),"₩10,485","₩20,120","₩20,180","₩20,365"
,,,,22.11.21(월),22.11.25(금),"₩70,440","₩88,928",26.25%,,13.04.25(목),"₩14,020",24.07.30(화),"₩10,390","₩20,040","₩19,920","₩20,220"
,,,,22.11.28(월),22.12.02(금),"₩69,920","₩88,987",27.27%,,13.04.26(금),"₩14,010",24.07.31(수),"₩10,375","₩19,770","₩19,480","₩19,915"
,,,,22.12.05(월),22.12.09(금),"₩67,990","₩89,005",30.91%,,13.04.29(월),"₩13,965",24.08.01(목),"₩10,815","₩20,280","₩20,800","₩20,265"
,,,,22.12.12(월),22.12.16(금),"₩66,395","₩88,988",34.03%,,13.04.30(화),"₩13,980",24.08.02(금),"₩9,830","₩18,600","₩18,500","₩19,230"
,,,,22.12.19(월),22.12.23(금),"₩62,845","₩88,882",41.43%,,13.05.02(목),"₩14,055",24.08.05(월),"₩8,600","₩16,315","₩15,355","₩17,910"
,,,,22.12.26(월),22.12.29(목),"₩60,800","₩88,686",45.86%,,13.05.03(금),"₩14,165",24.08.06(화),"₩9,440","₩17,980","₩17,650","₩18,600"
,,,,23.01.02(월),23.01.06(금),"₩61,190","₩88,608",44.81%,,13.05.06(월),"₩14,315",24.08.07(수),"₩9,410","₩17,890","₩17,600","₩18,750"
,,,,23.01.09(월),23.01.13(금),"₩63,580","₩88,536",39.25%,,13.05.07(화),"₩14,335",24.08.08(목),"₩9,150","₩17,395","₩16,960","₩18,180"
,,,,23.01.16(월),23.01.20(금),"₩62,785","₩88,453",40.88%,,13.05.08(수),"₩14,230",24.08.09(금),"₩9,580","₩17,960","₩17,625","₩18,755"
,,,,23.01.25(수),23.01.27(금),"₩66,030","₩88,443",33.94%,,13.05.09(목),"₩14,320",24.08.12(월),"₩9,725","₩18,390","₩18,110","₩19,085"
,,,,23.01.30(월),23.02.03(금),"₩69,280","₩88,438",27.65%,,13.05.10(금),"₩14,455",24.08.13(화),"₩9,795","₩18,515","₩18,245","₩19,095"
,,,,23.02.06(월),23.02.10(금),"₩69,895","₩88,455",26.55%,,13.05.13(월),"₩14,680",24.08.14(수),"₩10,235","₩19,070","₩19,015","₩19,530"
,,,,23.02.13(월),23.02.17(금),"₩71,810","₩88,525",23.28%,,13.05.14(화),"₩14,705",24.08.16(금),"₩10,830","₩20,150","₩19,975","₩20,035"
,,,,23.02.20(월),23.02.24(금),"₩70,870","₩88,571",24.98%,,13.05.15(수),"₩14,810",24.08.19(월),"₩10,715","₩19,185","₩19,045","₩19,620"
,,,,23.02.27(월),23.03.03(금),"₩70,000","₩88,608",26.58%,,13.05.16(목),"₩14,875",24.08.20(화),"₩11,095","₩19,775","₩19,775","₩19,915"
,,,,23.03.06(월),23.03.10(금),"₩70,750","₩88,658",25.31%,,13.05.20(월),"₩15,050",24.08.21(수),"₩11,025","₩19,790","₩19,805","₩19,860"
,,,,23.03.13(월),23.03.17(금),"₩73,435","₩88,724",20.82%,,13.05.21(화),"₩14,935",24.08.22(목),"₩11,120","₩19,880","₩19,820","₩20,005"
,,,,23.03.20(월),23.03.24(금),"₩73,700","₩88,770",20.45%,,13.05.22(수),"₩14,930",24.08.23(금),"₩10,870","₩19,595","₩19,315","₩19,735"
,,,,23.03.27(월),23.03.31(금),"₩75,475","₩88,837",17.70%,,13.05.23(목),"₩14,900",24.08.26(월),"₩10,985","₩19,460","₩19,360","₩19,910"
,,,,23.04.03(월),23.04.07(금),"₩76,995","₩88,937",15.51%,,13.05.24(금),"₩14,975",24.08.27(화),"₩10,770","₩19,175","₩19,000","₩19,715"
,,,,23.04.10(월),23.04.14(금),"₩76,215","₩89,026",16.81%,,13.05.27(월),"₩15,000",24.08.28(수),"₩10,810","₩19,455","₩19,040","₩19,775"
,,,,23.04.17(월),23.04.21(금),"₩77,260","₩89,127",15.36%,,13.05.28(화),"₩14,930",24.08.29(목),"₩10,465","₩18,715","₩18,145","₩19,230"
,,,,23.04.24(월),23.04.28(금),"₩78,570","₩89,237",13.58%,,13.05.29(수),"₩15,070",24.08.30(금),"₩10,640","₩19,055","₩18,545","₩19,345"
,,,,23.05.02(화),23.05.04(목),"₩77,300","₩89,299",15.52%,,13.05.30(목),"₩14,980",24.09.02(월),"₩10,725","₩19,320","₩18,775","₩19,540"
,,,,23.05.08(월),23.05.12(금),"₩79,990","₩89,501",11.89%,,13.05.31(금),"₩15,015",24.09.03(화),"₩10,695","₩19,380","₩18,860","₩19,550"
,,,,23.05.15(월),23.05.19(금),"₩82,135","₩89,691",9.20%,,13.06.03(월),"₩14,945",24.09.04(수),"₩10,005","₩18,125","₩17,370","₩18,700"
,,,,23.05.22(월),23.05.26(금),"₩82,515","₩89,881",8.93%,,13.06.04(화),"₩14,910",24.09.05(목),"₩10,005","₩17,985","₩17,475","₩18,670"
,,,,23.05.29(월),23.06.02(금),"₩84,520","₩90,111",6.61%,,13.06.05(수),"₩14,825",24.09.06(금),"₩9,935","₩17,580","₩17,380","₩18,460"
,,,,23.06.05(월),23.06.09(금),"₩83,680","₩90,347",7.97%,,13.06.07(금),"₩14,560",24.09.09(월),"₩9,655","₩17,380","₩16,950","₩18,245"
,,,,23.06.12(월),23.06.16(금),"₩86,395","₩90,625",4.90%,,13.06.10(월),"₩14,865",24.09.10(화),"₩9,695","₩17,580","₩17,100","₩18,575"
,,,,23.06.19(월),23.06.23(금),"₩87,330","₩90,899",4.09%,,13.06.11(화),"₩14,950",24.09.11(수),"₩9,850","₩17,785","₩17,490","₩18,710"
,,,,23.06.26(월),23.06.30(금),"₩88,285","₩91,190",3.29%,,13.06.12(수),"₩14,815",24.09.12(목),"₩10,430","₩18,800","₩18,640","₩19,385"
,,,,23.07.03(월),23.07.07(금),"₩87,960","₩91,500",4.02%,,13.06.13(목),"₩14,730",24.09.13(금),"₩10,575","₩18,785","₩18,850","₩19,435"
,,,,23.07.10(월),23.07.14(금),"₩88,250","₩91,813",4.04%,,13.06.14(금),"₩14,810",24.09.19(목),"₩10,830","₩19,220","₩19,265","₩19,635"
,,,,23.07.17(월),23.07.21(금),"₩88,870","₩92,119",3.66%,,13.06.17(월),"₩14,815",24.09.20(금),"₩10,965","₩19,495","₩19,780","₩19,900"
,,,,23.07.24(월),23.07.28(금),"₩88,545","₩92,422",4.38%,,13.06.18(화),"₩14,860",24.09.23(월),"₩11,030","₩19,845","₩20,100","₩20,015"
,,,,23.07.31(월),23.08.04(금),"₩90,345","₩92,754",2.67%,,13.06.19(수),"₩15,120",24.09.24(화),"₩11,090","₩19,850","₩20,135","₩20,140"
,,,,23.08.07(월),23.08.11(금),"₩89,545","₩93,059",3.92%,,13.06.20(목),"₩15,010",24.09.25(수),"₩11,030","₩19,680","₩20,085","₩20,115"
,,,,23.08.14(월),23.08.18(금),"₩87,875","₩93,333",6.21%,,13.06.21(금),"₩14,855",24.09.26(목),"₩11,450","₩20,275","₩20,630","₩20,470"
,,,,23.08.21(월),23.08.25(금),"₩87,475","₩93,610",7.01%,,13.06.24(월),"₩14,810",24.09.27(금),"₩11,245","₩19,690","₩19,960","₩20,245"
,,,,23.08.28(월),23.09.01(금),"₩91,255","₩93,930",2.93%,,13.06.25(화),"₩14,650",24.09.30(월),"₩11,100","₩19,120","₩19,295","₩20,075"
,,,,23.09.04(월),23.09.08(금),"₩91,180","₩94,252",3.37%,,13.06.26(수),"₩14,680",24.10.02(수),"₩10,860","₩19,000","₩19,175","₩19,780"
,,,,23.09.11(월),23.09.15(금),"₩91,905","₩94,579",2.91%,,13.06.27(목),"₩14,770",24.10.04(금),"₩10,970","₩19,585","₩19,900","₩20,125"
,,,,23.09.18(월),23.09.22(금),"₩88,410","₩94,844",7.28%,,13.06.28(금),"₩14,850",24.10.07(월),"₩11,170","₩20,345","₩20,750","₩20,670"
,,,,23.09.25(월),23.09.27(수),"₩88,060","₩95,000",7.88%,,13.07.01(월),"₩14,675",24.10.08(화),"₩10,950","₩20,045","₩20,270","₩20,625"
,,,,23.10.02(월),23.10.06(금),"₩88,805","₩95,313",7.33%,,13.07.02(화),"₩14,715",24.10.10(목),"₩11,415","₩20,985","₩20,935","₩20,995"
,,,,23.10.10(화),23.10.13(금),"₩91,540","₩95,577",4.41%,,13.07.03(수),"₩14,835",24.10.11(금),"₩11,410","₩20,985","₩20,970","₩20,850"
,,,,23.10.16(월),23.10.20(금),"₩88,910","₩95,767",7.71%,,13.07.04(목),"₩14,940",24.10.15(화),"₩11,630","₩21,790","₩21,455","₩21,420"
,,,,23.10.23(월),23.10.27(금),"₩86,220","₩95,913",11.24%,,13.07.05(금),"₩15,030",24.10.16(수),"₩11,390","₩21,340","₩21,090","₩21,150"
,,,,23.10.30(월),23.11.03(금),"₩87,840","₩96,085",9.39%,,13.07.08(월),"₩15,245",24.10.17(목),"₩11,425","₩21,625","₩21,500","₩21,365"
,,,,23.11.06(월),23.11.10(금),"₩89,230","₩96,246",7.86%,,13.07.09(화),"₩15,090",24.10.18(금),"₩11,415","₩21,630","₩21,475","₩21,500"
,,,,23.11.13(월),23.11.17(금),"₩91,650","₩96,404",5.19%,,13.07.10(수),"₩15,120",24.10.21(월),"₩11,450","₩21,890","₩21,750","₩21,820"
,,,,23.11.20(월),23.11.24(금),"₩93,350","₩96,612",3.49%,,13.07.11(목),"₩15,165",24.10.22(화),"₩11,440","₩22,050","₩22,135","₩21,835"
,,,,23.11.27(월),23.12.01(금),"₩92,890","₩96,798",4.21%,,13.07.12(금),"₩15,220",24.10.23(수),"₩11,525","₩22,275","₩22,500","₩21,930"
,,,,23.12.04(월),23.12.08(금),"₩93,440","₩96,979",3.79%,,13.07.15(월),"₩15,380",24.10.24(목),"₩11,345","₩21,840","₩22,190","₩21,720"
,,,,23.12.11(월),23.12.15(금),"₩95,870","₩97,130",1.31%,,13.07.16(화),"₩15,300",24.10.25(금),"₩11,395","₩22,235","₩22,900","₩22,370"
,,,,23.12.18(월),23.12.22(금),"₩97,190","₩97,285",0.10%,,13.07.17(수),"₩15,285",24.10.28(월),"₩11,650","₩22,615","₩23,560","₩22,525"
,,,,23.12.26(화),23.12.28(목),"₩97,620","₩97,390",-0.24%,,13.07.18(목),"₩15,350",24.10.29(화),"₩11,555","₩22,465","₩23,390","₩22,665"
,,,,24.01.02(화),24.01.05(금),"₩95,615","₩97,588",2.06%,,13.07.19(금),"₩15,425",24.10.30(수),"₩11,810","₩22,810","₩23,975","₩22,815"
,,,,24.01.08(월),24.01.12(금),"₩98,650","₩97,796",-0.87%,,13.07.22(월),"₩15,195",24.10.31(목),"₩11,390","₩21,930","₩22,750","₩22,145"
,,,,24.01.15(월),24.01.19(금),"₩101,850","₩98,047",-3.73%,,13.07.23(화),"₩15,200",24.11.01(금),"₩11,095","₩21,300","₩22,155","₩21,795"
,,,,24.01.22(월),24.01.26(금),"₩103,815","₩98,328",-5.29%,,13.07.24(수),"₩15,130",24.11.04(월),"₩11,245","₩21,340","₩22,180","₩21,695"
,,,,24.01.29(월),24.02.02(금),"₩103,315","₩98,592",-4.57%,,13.07.25(목),"₩15,160",24.11.05(화),"₩11,085","₩21,280","₩21,970","₩21,515"
,,,,24.02.05(월),24.02.08(목),"₩105,210","₩98,846",-6.05%,,13.07.26(금),"₩15,160",24.11.06(수),"₩11,650","₩22,925","₩23,710","₩22,590"
,,,,24.02.13(화),24.02.16(금),"₩106,425","₩99,205",-6.78%,,13.07.29(월),"₩15,155",24.11.08(금),"₩12,355","₩24,085","₩25,460","₩23,720"
,,,,24.02.19(월),24.02.23(금),"₩106,825","₩99,519",-6.84%,,13.07.30(화),"₩15,225",24.11.11(월),"₩12,410","₩24,485","₩25,660","₩24,335"
,,,,24.02.26(월),24.02.29(목),"₩106,160","₩99,766",-6.02%,,13.07.31(수),"₩15,400",24.11.12(화),"₩12,320","₩24,620","₩25,385","₩25,615"
,,,,24.03.04(월),24.03.08(금),"₩107,570","₩100,151",-6.90%,,13.08.01(목),"₩15,500",24.11.13(수),"₩12,210","₩24,535","₩25,635","₩25,245"
,,,,24.03.11(월),24.03.15(금),"₩106,555","₩100,482",-5.70%,,13.08.02(금),"₩15,650",24.11.14(목),"₩12,200","₩24,385","₩25,495","₩24,865"
,,,,24.03.18(월),24.03.22(금),"₩109,510","₩100,842",-7.92%,,13.08.05(월),"₩15,655",24.11.15(금),"₩11,875","₩23,595","₩24,695","₩24,170"
,,,,24.03.25(월),24.03.29(금),"₩110,200","₩101,218",-8.15%,,13.08.06(화),"₩15,500",24.11.18(월),"₩11,680","₩23,025","₩24,095","₩24,675"
,,,,24.04.01(월),24.04.05(금),"₩108,175","₩101,563",-6.11%,,13.08.07(수),"₩15,420",24.11.19(화),"₩11,700","₩22,930","₩23,980","₩25,000"
,,,,24.04.08(월),24.04.12(금),"₩112,400","₩101,970",-9.28%,,13.08.08(목),"₩15,535",24.11.20(수),"₩11,890","₩23,275","₩24,745","₩25,725"
,,,,24.04.15(월),24.04.19(금),"₩106,260","₩102,309",-3.72%,,13.08.09(금),"₩15,515",24.11.21(목),"₩11,745","₩23,220","₩24,365","₩25,875"
,,,,24.04.22(월),24.04.26(금),"₩108,185","₩102,669",-5.10%,,13.08.12(월),"₩15,425",24.11.22(금),"₩11,880","₩23,660","₩24,125","₩25,390"
,,,,24.04.29(월),24.05.03(금),"₩107,065","₩102,991",-3.81%,,13.08.13(화),"₩15,560",24.11.25(월),"₩12,060","₩24,015","₩24,120","₩26,025"
,,,,24.05.07(화),24.05.10(금),"₩110,530","₩103,365",-6.48%,,13.08.14(수),"₩15,675",24.11.26(화),"₩11,990","₩23,765","₩23,800","₩25,370"
,,,,24.05.13(월),24.05.17(금),"₩112,160","₩103,730",-7.52%,,13.08.16(금),"₩15,360",24.11.27(수),"₩12,040","₩23,880","₩24,350","₩24,990"
,,,,24.05.20(월),24.05.24(금),"₩113,715","₩104,091",-8.46%,,13.08.19(월),"₩15,245",24.11.28(목),"₩11,940","₩23,580","₩23,925","₩25,040"
,,,,24.05.27(월),24.05.31(금),"₩114,120","₩104,451",-8.47%,,13.08.20(화),"₩15,290",24.11.29(금),"₩11,980","₩23,620","₩24,050","₩25,115"
,,,,24.06.03(월),24.06.07(금),"₩116,090","₩104,857",-9.68%,,13.08.21(수),"₩15,365",24.12.02(월),"₩12,000","₩23,960","₩24,500","₩25,315"
,,,,24.06.10(월),24.06.14(금),"₩120,730","₩105,324",-12.76%,,13.08.22(목),"₩15,325",24.12.03(화),"₩12,360","₩24,675","₩25,395","₩25,685"
,,,,24.06.17(월),24.06.21(금),"₩122,535","₩105,800",-13.66%,,13.08.23(금),"₩15,480",24.12.04(수),"₩12,515","₩25,245","₩26,305","₩26,045"
,,,,24.06.24(월),24.06.28(금),"₩121,990","₩106,295",-12.87%,,13.08.26(월),"₩15,490",24.12.05(목),"₩12,705","₩25,800","₩27,040","₩27,000"
,,,,24.07.01(월),24.07.05(금),"₩124,450","₩106,824",-14.16%,,13.08.27(화),"₩15,440",24.12.06(금),"₩12,655","₩25,960","₩27,365","₩26,780"
,,,,24.07.08(월),24.07.12(금),"₩124,350","₩107,340",-13.68%,,13.08.28(수),"₩15,270",24.12.09(월),"₩12,865","₩27,035","₩28,710","₩27,775"
,,,,24.07.15(월),24.07.19(금),"₩122,385","₩107,834",-11.89%,,13.08.29(목),"₩15,235",24.12.10(화),"₩12,660","₩26,220","₩28,095","₩26,860"
,,,,24.07.22(월),24.07.26(금),"₩116,945","₩108,230",-7.45%,,13.08.30(금),"₩15,335",24.12.11(수),"₩12,630","₩26,305","₩28,535","₩26,895"
,,,,24.07.29(월),24.08.02(금),"₩113,420","₩108,568",-4.28%,,13.09.02(월),"₩15,280",24.12.12(목),"₩13,010","₩27,120","₩30,040","₩27,690"
,,,,24.08.05(월),24.08.09(금),"₩111,920","₩108,863",-2.73%,,13.09.03(화),"₩15,180",24.12.13(금),"₩12,995","₩27,105","₩30,030","₩27,460"
,,,,24.08.12(월),24.08.16(금),"₩118,400","₩109,264",-7.72%,,13.09.04(수),"₩15,185",24.12.16(월),"₩13,035","₩27,345","₩30,580","₩28,045"
,,,,24.08.19(월),24.08.23(금),"₩116,880","₩109,626",-6.21%,,13.09.05(목),"₩15,200",24.12.17(화),"₩13,400","₩28,245","₩32,095","₩28,565"
,,,,24.08.26(월),24.08.30(금),"₩115,580","₩109,970",-4.85%,,13.09.06(금),"₩15,255",24.12.18(수),"₩13,365","₩28,025","₩31,680","₩28,160"
,,,,24.09.02(월),24.09.06(금),"₩111,245","₩110,235",-0.91%,,13.09.09(월),"₩15,235",24.12.19(목),"₩12,350","₩26,510","₩29,915","₩26,970"
,,,,24.09.09(월),24.09.13(금),"₩115,070","₩110,554",-3.92%,,13.09.10(화),"₩15,255",24.12.20(금),"₩12,085","₩25,990","₩29,795","₩26,525"
,,,,24.09.19(목),24.09.20(금),"₩117,345","₩110,890",-5.50%,,13.09.11(수),"₩15,345",24.12.23(월),"₩12,650","₩27,135","₩31,655","₩27,365"
,,,,24.09.23(월),24.09.27(금),"₩117,815","₩111,207",-5.61%,,13.09.12(목),"₩15,325",24.12.24(화),"₩12,650","₩27,375","₩31,825","₩27,450"
,,,,24.09.30(월),24.10.04(금),"₩117,775","₩111,524",-5.31%,,13.09.13(금),"₩15,325",24.12.26(목),"₩13,030","₩28,655","₩33,405","₩28,350"
,,,,24.10.07(월),24.10.11(금),"₩121,700","₩111,900",-8.05%,,13.09.16(월),"₩15,410",24.12.27(금),"₩12,860","₩28,320","₩32,965","₩27,960"
,,,,24.10.14(월),24.10.18(금),"₩123,580","₩112,293",-9.13%,,13.09.17(화),"₩15,265",24.12.30(월),"₩12,610","₩27,950","₩32,440","₩27,465"
,,,,24.10.21(월),24.10.25(금),"₩125,380","₩112,711",-10.10%,,13.09.23(월),"₩15,470",25.01.02(목),"₩12,275","₩26,890","₩31,215","₩26,575"
,,,,24.10.28(월),24.11.01(금),"₩122,560","₩113,082",-7.73%,,13.09.24(화),"₩15,430",25.01.03(금),"₩12,110","₩26,600","₩31,065","₩26,495"
,,,,24.11.04(월),24.11.08(금),"₩130,240","₩113,565",-12.80%,,13.09.25(수),"₩15,420",25.01.06(월),"₩12,415","₩27,380","₩31,940","₩27,505"
,,,,24.11.11(월),24.11.15(금),"₩129,010","₩114,032",-11.61%,,13.09.26(목),"₩15,400",25.01.07(화),"₩12,585","₩27,220","₩32,065","₩27,750"
,,,,24.11.18(월),24.11.22(금),"₩129,290","₩114,510",-11.43%,,13.09.27(금),"₩15,545",25.01.08(수),"₩12,345","₩26,630","₩31,600","₩26,940"
,,,,24.11.25(월),24.11.29(금),"₩129,380","₩114,979",-11.13%,,13.09.30(월),"₩15,405",25.01.09(목),"₩12,215","₩26,535","₩30,935","₩26,705"
,,,,24.12.02(월),24.12.06(금),"₩135,375","₩115,524",-14.66%,,13.10.01(화),"₩15,460",25.01.10(금),"₩12,160","₩26,560","₩30,780","₩26,730"
,,,,24.12.09(월),24.12.13(금),"₩138,470","₩116,105",-16.15%,,13.10.02(수),"₩15,470",25.01.13(월),"₩11,740","₩25,865","₩29,910","₩26,395"
,,,,24.12.16(월),24.12.20(금),"₩135,730","₩116,658",-14.05%,,13.10.04(금),"₩15,350",25.01.14(화),"₩11,920","₩25,975","₩30,085","₩26,380"
,,,,24.12.23(월),24.12.27(금),"₩141,825","₩117,284",-17.30%,,13.10.07(월),"₩15,365",25.01.15(수),"₩11,775","₩25,625","₩29,220","₩26,240"
,,,,24.12.30(월),25.01.03(금),"₩137,510","₩117,866",-14.29%,,13.10.08(화),"₩15,365",25.01.16(목),"₩12,275","₩26,580","₩30,720","₩27,150"
,,,,25.01.06(월),25.01.10(금),"₩137,545","₩118,449",-13.88%,,13.10.10(목),"₩15,070",25.01.17(금),"₩12,185","₩26,405","₩30,030","₩27,125"
,,,,25.01.13(월),25.01.17(금),"₩137,205","₩119,031",-13.25%,,13.10.11(금),"₩15,340",25.01.20(월),"₩12,470","₩26,810","₩30,595","₩27,650"
,,,,25.01.20(월),25.01.24(금),"₩139,210","₩119,643",-14.06%,,13.10.14(월),"₩15,895",25.01.21(화),"₩12,560","₩26,550","₩30,200","₩27,480"
,,,,25.01.27(월),25.01.31(금),"₩139,825","₩120,285",-13.97%,,13.10.15(화),"₩15,530",25.01.22(수),"₩12,830","₩27,015","₩30,685","₩27,990"
,,,,25.02.03(월),25.02.07(금),"₩139,990","₩120,934",-13.61%,,13.10.16(수),"₩15,485",25.01.23(목),"₩12,905","₩27,285","₩31,120","₩27,870"
,,,,25.02.10(월),25.02.14(금),"₩141,530","₩121,613",-14.07%,,13.10.17(목),"₩15,525",25.01.24(금),"₩13,030","₩27,240","₩31,215","₩27,935"
,,,,25.02.17(월),25.02.21(금),"₩140,785","₩122,140",-13.24%,,13.10.18(금),"₩15,590",25.01.31(금),"₩12,760","₩27,450","₩30,855","₩27,775"
,,,,25.02.24(월),25.02.28(금),"₩134,035","₩122,583",-8.54%,,13.10.21(월),"₩15,785",25.02.03(월),"₩11,940","₩26,160","₩28,830","₩26,510"
,,,,25.03.04(화),25.03.07(금),"₩129,540","₩122,828",-5.18%,,13.10.22(화),"₩15,820",25.02.04(화),"₩12,260","₩26,765","₩29,950","₩27,390"
