Date,Close,Open,High,Low,Volume
2024-01-29,86972.03,86972.03,86972.03,86972.03,0
2024-01-30,87017.65,87017.65,87017.65,87017.65,0
2024-01-31,87717.07,87717.07,87717.07,87717.07,0
2024-02-01,88275.08,88275.08,88275.08,88275.08,0
2024-02-02,87655.89,87655.89,87655.89,87655.89,0
2024-02-05,86835.74,86835.74,86835.74,86835.74,0
2024-02-06,86920.52,86920.52,86920.52,86920.52,0
2024-02-07,87040.04,87040.04,87040.04,87040.04,0
2024-02-08,87034.5,87034.5,87034.5,87034.5,0
2024-02-13,85958.89,85958.89,85958.89,85958.89,0
2024-02-14,85323.92,85323.92,85323.92,85323.92,0
2024-02-15,85721.49,85721.49,85721.49,85721.49,0
2024-02-16,86232.72,86232.72,86232.72,86232.72,0
2024-02-19,86556.96,86556.96,86556.96,86556.96,0
2024-02-20,86869.34,86869.34,86869.34,86869.34,0
2024-02-21,86887.27,86887.27,86887.27,86887.27,0
2024-02-22,86289.13,86289.13,86289.13,86289.13,0
2024-02-23,87180.34,87180.34,87180.34,87180.34,0
2024-02-26,86904.93,86904.93,86904.93,86904.93,0
2024-02-27,87102.61,87102.61,87102.61,87102.61,0
2024-02-28,87339.33,87339.33,87339.33,87339.33,0
2024-02-29,87958.28,87958.28,87958.28,87958.28,0
2024-03-04,90740.63,90740.63,90740.63,90740.63,0
2024-03-05,91360.68,91360.68,91360.68,91360.68,0
2024-03-06,91801.31,91801.31,91801.31,91801.31,0
2024-03-07,91856.32,91856.32,91856.32,91856.32,0
2024-03-08,92267.57,92267.57,92267.57,92267.57,0
2024-03-11,92094.21,92094.21,92094.21,92094.21,0
2024-03-12,91471.08,91471.08,91471.08,91471.08,0
2024-03-13,91991.49,91991.49,91991.49,91991.49,0
2024-03-14,91848.12,91848.12,91848.12,91848.12,0
2024-03-15,92459.9,92459.9,92459.9,92459.9,0
2024-03-18,92774.11,92774.11,92774.11,92774.11,0
2024-03-19,92736.99,92736.99,92736.99,92736.99,0
2024-03-20,92889.91,92889.91,92889.91,92889.91,0
2024-03-21,93486.45,93486.45,93486.45,93486.45,0
2024-03-22,93435.95,93435.95,93435.95,93435.95,0
2024-03-25,93956.54,93956.54,93956.54,93956.54,0
2024-03-26,94075.56,94075.56,94075.56,94075.56,0
2024-03-27,95195.39,95195.39,95195.39,95195.39,0
2024-03-28,96439.37,96439.37,96439.37,96439.37,0
2024-03-29,96690.75,96690.75,96690.75,96690.75,0
2024-04-01,97469.75,97469.75,97469.75,97469.75,0
2024-04-02,98201.47,98201.47,98201.47,98201.47,0
2024-04-03,99366.6,99366.6,99366.6,99366.6,0
2024-04-04,98959.93,98959.93,98959.93,98959.93,0
2024-04-05,101220.9,101220.9,101220.9,101220.9,0
2024-04-08,101374.45,101374.45,101374.45,101374.45,0
2024-04-09,101977.52,101977.52,101977.52,101977.52,0
2024-04-11,103361.57,103361.57,103361.57,103361.57,0
2024-04-12,105500.28,105500.28,105500.28,105500.28,0
2024-04-15,105345.92,105345.92,105345.92,105345.92,0
2024-04-16,107335.1,107335.1,107335.1,107335.1,0
2024-04-17,105298.85,105298.85,105298.85,105298.85,0
2024-04-18,105901.2,105901.2,105901.2,105901.2,0
2024-04-19,106271.91,106271.91,106271.91,106271.91,0
2024-04-22,103299.09,103299.09,103299.09,103299.09,0
2024-04-23,103163.87,103163.87,103163.87,103163.87,0
2024-04-24,102947.6,102947.6,102947.6,102947.6,0
2024-04-25,103021.64,103021.64,103021.64,103021.64,0
2024-04-26,103423.03,103423.03,103423.03,103423.03,0
2024-04-29,103624.53,103624.53,103624.53,103624.53,0
2024-04-30,102259.08,102259.08,102259.08,102259.08,0
2024-05-02,101402.81,101402.81,101402.81,101402.81,0
2024-05-03,100429.96,100429.96,100429.96,100429.96,0
2024-05-07,101019.01,101019.01,101019.01,101019.01,0
2024-05-08,101691.27,101691.27,101691.27,101691.27,0
2024-05-09,102457.88,102457.88,102457.88,102457.88,0
2024-05-10,104471.13,104471.13,104471.13,104471.13,0
2024-05-13,102689.74,102689.74,102689.74,102689.74,0
2024-05-14,104138.98,104138.98,104138.98,104138.98,0
2024-05-16,103305.34,103305.34,103305.34,103305.34,0
2024-05-17,104907.65,104907.65,104907.65,104907.65,0
2024-05-20,106135.27,106135.27,106135.27,106135.27,0
2024-05-21,106315.48,106315.48,106315.48,106315.48,0
2024-05-22,105043.98,105043.98,105043.98,105043.98,0
2024-05-23,102888.62,102888.62,102888.62,102888.62,0
2024-05-24,102530.32,102530.32,102530.32,102530.32,0
2024-05-27,103142.34,103142.34,103142.34,103142.34,0
2024-05-28,103170.38,103170.38,103170.38,103170.38,0
2024-05-29,103127.43,103127.43,103127.43,103127.43,0
2024-05-30,103799.63,103799.63,103799.63,103799.63,0
2024-05-31,103821.85,103821.85,103821.85,103821.85,0
2024-06-03,103631.94,103631.94,103631.94,103631.94,0
2024-06-04,102747.43,102747.43,102747.43,102747.43,0
2024-06-05,103768.88,103768.88,103768.88,103768.88,0
2024-06-07,102374.78,102374.78,102374.78,102374.78,0
2024-06-10,102315.23,102315.23,102315.23,102315.23,0
2024-06-11,102467.88,102467.88,102467.88,102467.88,0
2024-06-12,102605.04,102605.04,102605.04,102605.04,0
2024-06-13,102031.88,102031.88,102031.88,102031.88,0
2024-06-14,103849.68,103849.68,103849.68,103849.68,0
2024-06-17,102899.15,102899.15,102899.15,102899.15,0
2024-06-18,103379.8,103379.8,103379.8,103379.8,0
2024-06-19,103567.19,103567.19,103567.19,103567.19,0
2024-06-20,105510.27,105510.27,105510.27,105510.27,0
2024-06-21,103904.3,103904.3,103904.3,103904.3,0
2024-06-24,103986.46,103986.46,103986.46,103986.46,0
2024-06-25,103745.0,103745.0,103745.0,103745.0,0
2024-06-26,103044.72,103044.72,103044.72,103044.72,0
2024-06-27,103694.61,103694.61,103694.61,103694.61,0
2024-06-28,103362.41,103362.41,103362.41,103362.41,0
2024-07-01,103562.3,103562.3,103562.3,103562.3,0
2024-07-02,103567.42,103567.42,103567.42,103567.42,0
2024-07-03,104918.87,104918.87,104918.87,104918.87,0
2024-07-04,104664.77,104664.77,104664.77,104664.77,0
2024-07-05,106025.58,106025.58,106025.58,106025.58,0
2024-07-08,104829.17,104829.17,104829.17,104829.17,0
2024-07-09,105001.28,105001.28,105001.28,105001.28,0
2024-07-10,105569.58,105569.58,105569.58,105569.58,0
2024-07-11,106503.88,106503.88,106503.88,106503.88,0
2024-07-12,106894.63,106894.63,106894.63,106894.63,0
2024-07-15,108021.89,108021.89,108021.89,108021.89,0
2024-07-16,109613.83,109613.83,109613.83,109613.83,0
2024-07-17,109012.82,109012.82,109012.82,109012.82,0
2024-07-18,109199.65,109199.65,109199.65,109199.65,0
2024-07-19,107260.7,107260.7,107260.7,107260.7,0
2024-07-22,106760.57,106760.57,106760.57,106760.57,0
2024-07-23,107158.31,107158.31,107158.31,107158.31,0
2024-07-24,107183.0,107183.0,107183.0,107183.0,0
2024-07-25,105107.29,105107.29,105107.29,105107.29,0
2024-07-26,106298.81,106298.81,106298.81,106298.81,0
2024-07-29,105694.17,105694.17,105694.17,105694.17,0
2024-07-30,107171.39,107171.39,107171.39,107171.39,0
2024-07-31,107021.48,107021.48,107021.48,107021.48,0
2024-08-01,107348.78,107348.78,107348.78,107348.78,0
2024-08-02,106358.61,106358.61,106358.61,106358.61,0
2024-08-05,105831.78,105831.78,105831.78,105831.78,0
2024-08-06,105890.34,105890.34,105890.34,105890.34,0
2024-08-07,106036.88,106036.88,106036.88,106036.88,0
2024-08-08,107045.17,107045.17,107045.17,107045.17,0
2024-08-09,106807.73,106807.73,106807.73,106807.73,0
2024-08-12,108525.23,108525.23,108525.23,108525.23,0
2024-08-13,108449.88,108449.88,108449.88,108449.88,0
2024-08-14,106747.94,106747.94,106747.94,106747.94,0
2024-08-16,108595.81,108595.81,108595.81,108595.81,0
2024-08-19,107480.31,107480.31,107480.31,107480.31,0
2024-08-20,107473.85,107473.85,107473.85,107473.85,0
2024-08-21,107572.84,107572.84,107572.84,107572.84,0
2024-08-22,107286.4,107286.4,107286.4,107286.4,0
2024-08-23,107272.82,107272.82,107272.82,107272.82,0
2024-08-26,107769.01,107769.01,107769.01,107769.01,0
2024-08-27,107601.76,107601.76,107601.76,107601.76,0
2024-08-28,107504.45,107504.45,107504.45,107504.45,0
2024-08-29,108218.53,108218.53,108218.53,108218.53,0
2024-08-30,107453.17,107453.17,107453.17,107453.17,0
2024-09-02,107636.85,107636.85,107636.85,107636.85,0
2024-09-03,107112.3,107112.3,107112.3,107112.3,0
2024-09-04,107184.83,107184.83,107184.83,107184.83,0
2024-09-05,107703.95,107703.95,107703.95,107703.95,0
2024-09-06,107123.57,107123.57,107123.57,107123.57,0
2024-09-09,107936.15,107936.15,107936.15,107936.15,0
2024-09-10,108633.23,108633.23,108633.23,108633.23,0
2024-09-11,108321.48,108321.48,108321.48,108321.48,0
2024-09-12,109981.57,109981.57,109981.57,109981.57,0
2024-09-13,110539.53,110539.53,110539.53,110539.53,0
2024-09-19,110884.13,110884.13,110884.13,110884.13,0
2024-09-20,112579.97,112579.97,112579.97,112579.97,0
2024-09-23,112837.32,112837.32,112837.32,112837.32,0
2024-09-24,113394.41,113394.41,113394.41,113394.41,0
2024-09-25,114281.85,114281.85,114281.85,114281.85,0
2024-09-26,113083.39,113083.39,113083.39,113083.39,0
2024-09-27,111673.73,111673.73,111673.73,111673.73,0
2024-09-30,111581.95,111581.95,111581.95,111581.95,0
2024-10-02,112953.58,112953.58,112953.58,112953.58,0
2024-10-04,114943.48,114943.48,114943.48,114943.48,0
2024-10-07,114449.68,114449.68,114449.68,114449.68,0
2024-10-08,113460.9,113460.9,113460.9,113460.9,0
2024-10-10,114088.17,114088.17,114088.17,114088.17,0
2024-10-11,115597.98,115597.98,115597.98,115597.98,0
2024-10-14,115671.79,115671.79,115671.79,115671.79,0
2024-10-15,116850.09,116850.09,116850.09,116850.09,0
2024-10-16,117269.49,117269.49,117269.49,117269.49,0
2024-10-17,118883.4,118883.4,118883.4,118883.4,0
2024-10-18,119666.49,119666.49,119666.49,119666.49,0
2024-10-21,120859.85,120859.85,120859.85,120859.85,0
2024-10-22,121797.28,121797.28,121797.28,121797.28,0
2024-10-23,120828.39,120828.39,120828.39,120828.39,0
2024-10-24,121492.92,121492.92,121492.92,121492.92,0
2024-10-25,122736.13,122736.13,122736.13,122736.13,0
2024-10-28,122155.79,122155.79,122155.79,122155.79,0
2024-10-29,123162.36,123162.36,123162.36,123162.36,0
2024-10-30,123556.78,123556.78,123556.78,123556.78,0
2024-10-31,121354.3,121354.3,121354.3,121354.3,0
2024-11-01,121496.05,121496.05,121496.05,121496.05,0
2024-11-04,120884.57,120884.57,120884.57,120884.57,0
2024-11-05,121599.67,121599.67,121599.67,121599.67,0
2024-11-06,120226.82,120226.82,120226.82,120226.82,0
2024-11-07,120106.18,120106.18,120106.18,120106.18,0
2024-11-08,120854.02,120854.02,120854.02,120854.02,0
2024-11-11,117774.92,117774.92,117774.92,117774.92,0
2024-11-12,117836.31,117836.31,117836.31,117836.31,0
2024-11-13,116879.97,116879.97,116879.97,116879.97,0
2024-11-14,116094.85,116094.85,116094.85,116094.85,0
2024-11-15,115322.06,115322.06,115322.06,115322.06,0
2024-11-18,117008.27,117008.27,117008.27,117008.27,0
2024-11-19,117683.02,117683.02,117683.02,117683.02,0
2024-11-20,119408.49,119408.49,119408.49,119408.49,0
2024-11-21,120125.24,120125.24,120125.24,120125.24,0
2024-11-22,122307.09,122307.09,122307.09,122307.09,0
2024-11-25,118698.64,118698.64,118698.64,118698.64,0
2024-11-26,118110.16,118110.16,118110.16,118110.16,0
2024-11-27,118184.76,118184.76,118184.76,118184.76,0
2024-11-28,118589.52,118589.52,118589.52,118589.52,0
2024-11-29,119552.2,119552.2,119552.2,119552.2,0
2024-12-02,119380.22,119380.22,119380.22,119380.22,0
2024-12-03,121073.6,121073.6,121073.6,121073.6,0
2024-12-04,120312.42,120312.42,120312.42,120312.42,0
2024-12-05,119956.44,119956.44,119956.44,119956.44,0
2024-12-06,120796.9,120796.9,120796.9,120796.9,0
2024-12-09,122714.83,122714.83,122714.83,122714.83,0
2024-12-10,124061.11,124061.11,124061.11,124061.11,0
2024-12-11,124932.0,124932.0,124932.0,124932.0,0
2024-12-12,123485.85,123485.85,123485.85,123485.85,0
2024-12-13,122876.43,122876.43,122876.43,122876.43,0
2024-12-16,122630.17,122630.17,122630.17,122630.17,0
2024-12-17,122000.49,122000.49,122000.49,122000.49,0
2024-12-18,121896.53,121896.53,121896.53,121896.53,0
2024-12-19,120656.79,120656.79,120656.79,120656.79,0
2024-12-20,122420.85,122420.85,122420.85,122420.85,0
2024-12-23,122190.32,122190.32,122190.32,122190.32,0
2024-12-24,122697.37,122697.37,122697.37,122697.37,0
2024-12-26,124303.84,124303.84,124303.84,124303.84,0
2024-12-27,123896.17,123896.17,123896.17,123896.17,0
2024-12-30,123245.64,123245.64,123245.64,123245.64,0
2024-12-31,125072.52,125072.52,125072.52,125072.52,0
2025-01-02,125957.11,125957.11,125957.11,125957.11,0
2025-01-03,124847.59,124847.59,124847.59,124847.59,0
2025-01-06,124059.86,124059.86,124059.86,124059.86,0
2025-01-07,123928.31,123928.31,123928.31,123928.31,0
2025-01-08,125385.64,125385.64,125385.64,125385.64,0
2025-01-09,125226.09,125226.09,125226.09,125226.09,0
2025-01-10,127878.07,127878.07,127878.07,127878.07,0
2025-01-13,125527.6,125527.6,125527.6,125527.6,0
2025-01-14,125368.88,125368.88,125368.88,125368.88,0
2025-01-15,125981.27,125981.27,125981.27,125981.27,0
2025-01-16,127497.29,127497.29,127497.29,127497.29,0
2025-01-17,127192.38,127192.38,127192.38,127192.38,0
2025-01-20,125445.92,125445.92,125445.92,125445.92,0
2025-01-21,126725.72,126725.72,126725.72,126725.72,0
2025-01-22,127400.68,127400.68,127400.68,127400.68,0
2025-01-23,127146.91,127146.91,127146.91,127146.91,0
2025-01-24,127567.28,127567.28,127567.28,127567.28,0
2025-01-31,131474.46,131474.46,131474.46,131474.46,0
2025-02-03,132583.0,132583.0,132583.0,132583.0,0
2025-02-04,132623.12,132623.12,132623.12,132623.12,0
2025-02-05,133431.36,133431.36,133431.36,133431.36,0
2025-02-06,132681.25,132681.25,132681.25,132681.25,0
2025-02-07,134056.83,134056.83,134056.83,134056.83,0
2025-02-10,135375.45,135375.45,135375.45,135375.45,0
2025-02-11,135508.8,135508.8,135508.8,135508.8,0
2025-02-12,135693.24,135693.24,135693.24,135693.24,0
2025-02-13,135613.09,135613.09,135613.09,135613.09,0
2025-02-14,133814.9,133814.9,133814.9,133814.9,0
2025-02-17,134460.04,134460.04,134460.04,134460.04,0
2025-02-18,135818.71,135818.71,135818.71,135818.71,0
2025-02-19,135806.61,135806.61,135806.61,135806.61,0
2025-02-20,135826.39,135826.39,135826.39,135826.39,0
2025-02-21,135560.15,135560.15,135560.15,135560.15,0
2025-02-24,135300.24,135300.24,135300.24,135300.24,0
2025-02-25,133525.69,133525.69,133525.69,133525.69,0
2025-02-26,134398.57,134398.57,134398.57,134398.57,0
2025-02-27,133946.12,133946.12,133946.12,133946.12,0
2025-02-28,133889.52,133889.52,133889.52,133889.52,0
2025-03-04,136783.17,136783.17,136783.17,136783.17,0
2025-03-05,135970.71,135970.71,135970.71,135970.71,0
2025-03-06,135812.08,135812.08,135812.08,135812.08,0
2025-03-07,135928.66,135928.66,135928.66,135928.66,0
2025-03-10,135699.63,135699.63,135699.63,135699.63,0
2025-03-11,136472.45,136472.45,136472.45,136472.45,0
2025-03-12,137287.4,137287.4,137287.4,137287.4,0
2025-03-13,139506.2,139506.2,139506.2,139506.2,0
2025-03-14,139830.88,139830.88,139830.88,139830.88,0
2025-03-17,139107.66,139107.66,139107.66,139107.66,0
2025-03-18,141725.94,141725.94,141725.94,141725.94,0
2025-03-19,142739.12,142739.12,142739.12,142739.12,0
2025-03-20,143495.29,143495.29,143495.29,143495.29,0
2025-03-21,142254.75,142254.75,142254.75,142254.75,0
2025-03-24,142100.28,142100.28,142100.28,142100.28,0
2025-03-25,142326.25,142326.25,142326.25,142326.25,0
2025-03-26,142323.04,142323.04,142323.04,142323.04,0
2025-03-27,143564.6,143564.6,143564.6,143564.6,0
2025-03-28,145867.89,145867.89,145867.89,145867.89,0
2025-03-31,147836.0,147836.0,147836.0,147836.0,0
2025-04-01,147024.39,147024.39,147024.39,147024.39,0
2025-04-02,147285.46,147285.46,147285.46,147285.46,0
2025-04-03,144910.64,144910.64,144910.64,144910.64,0
2025-04-04,142703.74,142703.74,142703.74,142703.74,0
2025-04-07,140862.91,140862.91,140862.91,140862.91,0
2025-04-08,142336.68,142336.68,142336.68,142336.68,0
2025-04-09,146482.14,146482.14,146482.14,146482.14,0
2025-04-10,147699.96,147699.96,147699.96,147699.96,0
2025-04-11,148251.7,148251.7,148251.7,148251.7,0
2025-04-14,146815.32,146815.32,146815.32,146815.32,0
2025-04-15,148578.79,148578.79,148578.79,148578.79,0
2025-04-16,151454.02,151454.02,151454.02,151454.02,0
2025-04-17,151203.46,151203.46,151203.46,151203.46,0
2025-04-18,152500.41,152500.41,152500.41,152500.41,0
2025-04-21,155989.13,155989.13,155989.13,155989.13,0
2025-04-22,155607.51,155607.51,155607.51,155607.51,0
2025-04-23,151503.69,151503.69,151503.69,151503.69,0
2025-04-24,153614.09,153614.09,153614.09,153614.09,0
2025-04-25,152442.98,152442.98,152442.98,152442.98,0
2025-04-28,154132.28,154132.28,154132.28,154132.28,0
2025-04-29,153389.8,153389.8,153389.8,153389.8,0
2025-04-30,151928.25,151928.25,151928.25,151928.25,0
2025-05-02,145653.48,145653.48,145653.48,145653.48,0
2025-05-07,151509.46,151509.46,151509.46,151509.46,0
2025-05-08,149611.11,149611.11,149611.11,149611.11,0
2025-05-09,150087.51,150087.51,150087.51,150087.51,0
2025-05-12,147254.74,147254.74,147254.74,147254.74,0
2025-05-13,148301.19,148301.19,148301.19,148301.19,0
2025-05-14,144020.45,144020.45,144020.45,144020.45,0
2025-05-15,145121.49,145121.49,145121.49,145121.49,0
2025-05-16,143829.94,143829.94,143829.94,143829.94,0
2025-05-19,144521.28,144521.28,144521.28,144521.28,0
2025-05-20,146960.77,146960.77,146960.77,146960.77,0
2025-05-21,146766.77,146766.77,146766.77,146766.77,0
2025-05-22,146720.67,146720.67,146720.67,146720.67,0
2025-05-23,147430.23,147430.23,147430.23,147430.23,0
2025-05-26,147249.77,147249.77,147249.77,147249.77,0
2025-05-27,145983.89,145983.89,145983.89,145983.89,0
2025-05-28,145688.4,145688.4,145688.4,145688.4,0
2025-05-29,146609.48,146609.48,146609.48,146609.48,0
2025-05-30,146464.91,146464.91,146464.91,146464.91,0
2025-06-02,149632.15,149632.15,149632.15,149632.15,0
2025-06-04,148051.99,148051.99,148051.99,148051.99,0
2025-06-05,146373.11,146373.11,146373.11,146373.11,0
2025-06-09,145406.45,145406.45,145406.45,145406.45,0
2025-06-10,146194.46,146194.46,146194.46,146194.46,0
2025-06-11,146638.59,146638.59,146638.59,146638.59,0
2025-06-12,147855.8,147855.8,147855.8,147855.8,0
2025-06-13,151125.42,151125.42,151125.42,151125.42,0
2025-06-16,148587.64,148587.64,148587.64,148587.64,0
2025-06-17,150609.13,150609.13,150609.13,150609.13,0
2025-06-18,149809.91,149809.91,149809.91,149809.91,0
2025-06-19,149673.74,149673.74,149673.74,149673.74,0
2025-06-20,148757.87,148757.87,148757.87,148757.87,0
2025-06-23,148914.15,148914.15,148914.15,148914.15,0
2025-06-24,145040.76,145040.76,145040.76,145040.76,0
2025-06-25,146019.47,146019.47,146019.47,146019.47,0
2025-06-26,145342.38,145342.38,145342.38,145342.38,0
2025-06-27,143482.56,143482.56,143482.56,143482.56,0
2025-06-30,143674.32,143674.32,143674.32,143674.32,0
2025-07-01,145879.61,145879.61,145879.61,145879.61,0
2025-07-02,146027.63,146027.63,146027.63,146027.63,0
2025-07-03,146218.31,146218.31,146218.31,146218.31,0
2025-07-04,146438.56,146438.56,146438.56,146438.56,0
2025-07-07,147763.77,147763.77,147763.77,147763.77,0
2025-07-08,145665.82,145665.82,145665.82,145665.82,0
2025-07-09,146548.24,146548.24,146548.24,146548.24,0
2025-07-10,146474.41,146474.41,146474.41,146474.41,0
2025-07-11,148624.21,148624.21,148624.21,148624.21,0
2025-07-14,148912.33,148912.33,148912.33,148912.33,0
2025-07-15,148533.37,148533.37,148533.37,148533.37,0
2025-07-16,149562.93,149562.93,149562.93,149562.93,0
2025-07-17,149483.2,149483.2,149483.2,149483.2,0
2025-07-18,150273.33,150273.33,150273.33,150273.33,0
2025-07-21,150920.75,150920.75,150920.75,150920.75,0
2025-07-22,152363.65,152363.65,152363.65,152363.65,0
2025-07-23,149920.41,149920.41,149920.41,149920.41,0
2025-07-24,148518.57,148518.57,148518.57,148518.57,0
2025-07-25,148269.65,148269.65,148269.65,148269.65,0
2025-07-28,148008.03,148008.03,148008.03,148008.03,0
2025-07-29,148598.58,148598.58,148598.58,148598.58,0
2025-07-30,146754.6,146754.6,146754.6,146754.6,0
2025-07-31,147913.23,147913.23,147913.23,147913.23,0
2025-08-01,149906.99,149906.99,149906.99,149906.99,0
2025-08-04,150360.09,150360.09,150360.09,150360.09,0
2025-08-05,150796.45,150796.45,150796.45,150796.45,0
2025-08-06,150487.79,150487.79,150487.79,150487.79,0
2025-08-07,150975.29,150975.29,150975.29,150975.29,0
2025-08-08,151964.52,151964.52,151964.52,151964.52,0
2025-08-11,149667.97,149667.97,149667.97,149667.97,0
2025-08-12,149079.18,149079.18,149079.18,149079.18,0
2025-08-13,148918.26,148918.26,148918.26,148918.26,0
2025-08-14,149095.86,149095.86,149095.86,149095.86,0
2025-08-18,148780.55,148780.55,148780.55,148780.55,0
2025-08-19,148555.21,148555.21,148555.21,148555.21,0
2025-08-20,150269.97,150269.97,150269.97,150269.97,0
2025-08-21,150332.7,150332.7,150332.7,150332.7,0
2025-08-22,150361.89,150361.89,150361.89,150361.89,0
2025-08-25,150616.9,150616.9,150616.9,150616.9,0
2025-08-26,151829.23,151829.23,151829.23,151829.23,0
2025-08-27,152467.63,152467.63,152467.63,152467.63,0
2025-08-28,152189.86,152189.86,152189.86,152189.86,0
2025-08-29,154436.75,154436.75,154436.75,154436.75,0
2025-09-01,155820.34,155820.34,155820.34,155820.34,0
2025-09-02,158267.98,158267.98,158267.98,158267.98,0
2025-09-03,159272.08,159272.08,159272.08,159272.08,0
2025-09-04,159365.56,159365.56,159365.56,159365.56,0
2025-09-05,160539.23,160539.23,160539.23,160539.23,0
2025-09-08,162446.93,162446.93,162446.93,162446.93,0
2025-09-09,162802.05,162802.05,162802.05,162802.05,0
2025-09-10,162726.84,162726.84,162726.84,162726.84,0
2025-09-11,162519.35,162519.35,162519.35,162519.35,0
2025-09-12,163720.89,163720.89,163720.89,163720.89,0
2025-09-15,164123.21,164123.21,164123.21,164123.21,0
2025-09-16,163767.19,163767.19,163767.19,163767.19,0
2025-09-17,162549.22,162549.22,162549.22,162549.22,0
2025-09-18,162816.49,162816.49,162816.49,162816.49,0
2025-09-19,165033.23,165033.23,165033.23,165033.23,0
2025-09-22,167261.6,167261.6,167261.6,167261.6,0
2025-09-23,169583.95,169583.95,169583.95,169583.95,0
2025-09-24,168796.75,168796.75,168796.75,168796.75,0
2025-09-25,169322.76,169322.76,169322.76,169322.76,0
2025-09-26,171247.0,171247.0,171247.0,171247.0,0
2025-09-29,172519.31,172519.31,172519.31,172519.31,0
2025-09-30,173742.29,173742.29,173742.29,173742.29,0
2025-10-01,174671.51,174671.51,174671.51,174671.51,0
2025-10-02,174239.08,174239.08,174239.08,174239.08,0
2025-10-10,182892.58,182892.58,182892.58,182892.58,0
2025-10-13,188310.98,188310.98,188310.98,188310.98,0
2025-10-14,190589.01,190589.01,190589.01,190589.01,0
2025-10-15,192079.54,192079.54,192079.54,192079.54,0
2025-10-16,195173.66,195173.66,195173.66,195173.66,0
2025-10-17,192414.15,192414.15,192414.15,192414.15,0
2025-10-20,198789.48,198789.48,198789.48,198789.48,0
2025-10-21,189379.05,189379.05,189379.05,189379.05,0
2025-10-22,186721.47,186721.47,186721.47,186721.47,0
2025-10-23,191429.74,191429.74,191429.74,191429.74,0
2025-10-24,191519.43,191519.43,191519.43,191519.43,0
2025-10-27,184237.14,184237.14,184237.14,184237.14,0
2025-10-28,182416.45,182416.45,182416.45,182416.45,0
2025-10-29,180430.65,180430.65,180430.65,180430.65,0
2025-10-30,184194.15,184194.15,184194.15,184194.15,0
2025-10-31,183262.34,183262.34,183262.34,183262.34,0
2025-11-03,184394.26,184394.26,184394.26,184394.26,0
2025-11-04,183989.53,183989.53,183989.53,183989.53,0
2025-11-05,184959.84,184959.84,184959.84,184959.84,0
2025-11-06,185884.6,185884.6,185884.6,185884.6,0
2025-11-07,188446.83,188446.83,188446.83,188446.83,0
2025-11-10,191827.45,191827.45,191827.45,191827.45,0
2025-11-11,193370.58,193370.58,193370.58,193370.58,0
2025-11-12,198324.69,198324.69,198324.69,198324.69,0
2025-11-13,198142.63,198142.63,198142.63,198142.63,0
2025-11-14,192101.87,192101.87,192101.87,192101.87,0
2025-11-17,191433.49,191433.49,191433.49,191433.49,0
2025-11-18,191330.62,191330.62,191330.62,191330.62,0
2025-11-19,192454.92,192454.92,192454.92,192454.92,0
2025-11-20,192038.24,192038.24,192038.24,192038.24,0
2025-11-21,193783.92,193783.92,193783.92,193783.92,0
2025-11-24,194647.24,194647.24,194647.24,194647.24,0
2025-11-25,195715.06,195715.06,195715.06,195715.06,0
2025-11-26,196955.89,196955.89,196955.89,196955.89,0
2025-11-27,195571.45,195571.45,195571.45,195571.45,0
2025-11-28,198770.0,198770.0,198770.0,198770.0,0
2025-12-01,199767.7,199767.7,199767.7,199767.7,0
2025-12-02,198020.13,198020.13,198020.13,198020.13,0
2025-12-03,198461.41,198461.41,198461.41,198461.41,0
2025-12-04,199900.99,199900.99,199900.99,199900.99,0
2025-12-05,200039.61,200039.61,200039.61,200039.61,0
2025-12-08,197993.93,197993.93,197993.93,197993.93,0
2025-12-09,199192.53,199192.53,199192.53,199192.53,0
2025-12-10,199493.27,199493.27,199493.27,199493.27,0
2025-12-11,202505.23,202505.23,202505.23,202505.23,0
2025-12-12,203166.53,203166.53,203166.53,203166.53,0
2025-12-15,203115.23,203115.23,203115.23,203115.23,0
2025-12-16,204141.03,204141.03,204141.03,204141.03,0
2025-12-17,205707.3,205707.3,205707.3,205707.3,0
2025-12-18,206967.05,206967.05,206967.05,206967.05,0
2025-12-19,207102.29,207102.29,207102.29,207102.29,0
2025-12-22,211441.23,211441.23,211441.23,211441.23,0
2025-12-23,213224.56,213224.56,213224.56,213224.56,0
2025-12-24,208562.62,208562.62,208562.62,208562.62,0
2025-12-26,210518.24,210518.24,210518.24,210518.24,0
2025-12-29,200394.76,200394.76,200394.76,200394.76,0
2025-12-30,202858.25,202858.25,202858.25,202858.25,0
2025-12-31,201866.54,201866.54,201866.54,201866.54,0
2026-01-02,201436.05,201436.05,201436.05,201436.05,0
2026-01-05,206348.73,206348.73,206348.73,206348.73,0
2026-01-06,209026.58,209026.58,209026.58,209026.58,0
2026-01-07,207847.71,207847.71,207847.71,207847.71,0
2026-01-08,208560.16,208560.16,208560.16,208560.16,0
2026-01-09,211721.57,211721.57,211721.57,211721.57,0
2026-01-12,218116.56,218116.56,218116.56,218116.56,0
2026-01-13,219389.23,219389.23,219389.23,219389.23,0
2026-01-14,217709.1,217709.1,217709.1,217709.1,0
2026-01-15,217685.68,217685.68,217685.68,217685.68,0
2026-01-16,217790.44,217790.44,217790.44,217790.44,0
2026-01-19,221612.48,221612.48,221612.48,221612.48,0
2026-01-20,225840.6,225840.6,225840.6,225840.6,0
